Sample,SNPs,Total Sequences,Sequence length,%GC,avg_sequence_length,raw_total_sequences,reads_mapped,reads_unmapped,reads_paired,average_quality,reads_mapped_percent,reads_unmapped_percent,library_type,Mean depth,Collection,Collection.1,country of isolation,continent of isolation,United Nations Geographic Region,main_lineage,sub_lineage,DR_type,num_dr_variants,Curated lineage (SITVIT2),Spoligo Binary
ERR1465747,925,13407056,30-101,64,99.56740778885387,13308496,13165545,142951,13308496,33.3,98.92586660431051,1.07413339568949,paired_end,283.3800000000001,PRJEB11460,ERP012852,Ivory Coast,Africa,West Africa,lineage4,lineage4.1.2.1,Sensitive,0,T4,▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▪▪▪▪
ERR1465748,952,7860705,30-101,64,99.5682929202915,7803094,7701874,101220,7803094,32.8,98.70282223948604,1.29717776051397,paired_end,168.3400000000001,PRJEB11460,ERP012852,Iraq,Asia,Southern Asia,lineage4,lineage4.1.2.1,Sensitive,0,H1,▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▫▫▪▫▫▫▫▪▪▪▪▪▪▪
ERR1465749,941,5881913,30-101,64,99.51424851064613,5833378,5764585,68793,5833378,33.1,98.8207004586365,1.179299541363512,paired_end,127.5699999999999,PRJEB11460,ERP012852,Hungary,Europe,Central Europe,lineage4,lineage4.1.2.1,Sensitive,0,T1,▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▪▪▪▪
ERR1465750,949,8887564,30-101,64,99.6029179649227,8827662,8735212,92450,8827662,33.3,98.95272383559771,1.047276164402307,paired_end,191.7399999999999,PRJEB11460,ERP012852,Serbia,Europe,Southeast Europe,lineage4,lineage4.1.2.1,Sensitive,0,H1,▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▫▫▪▫▫▫▫▪▪▪▪▪▪▪
ERR1465751,973,10501234,30-101,64,99.5236691230764,10416286,10294363,121923,10416286,33.2,98.82949642511736,1.17050357488264,paired_end,224.51,PRJEB11460,ERP012852,Switzerland,Europe,Western Europe,lineage4,lineage4.1.2.1,Sensitive,0,H1,▪▪▪▪▪▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▪▫▫▫▫▫▫▪▫▫▫▫▪▪▪▪▪▪▪
ERR1465752,956,9212193,30-101,64,99.71318382061688,9167404,9043085,124319,9167404,32.4,98.64390180688014,1.356098193119884,paired_end,196.0699999999999,PRJEB11460,ERP012852,Switzerland,Europe,Western Europe,lineage4,lineage4.1.2.1,Sensitive,0,,▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▫▫▪▫▫▫▫▫▪▪▫▫▫▫▪▪▪▪▪▪▪
ERR1465753,953,8551603,30-101,64,99.56756247922172,8488880,8396114,92766,8488880,33.0,98.90720566199545,1.092794338004542,paired_end,183.2,PRJEB11460,ERP012852,Switzerland,Europe,Western Europe,lineage4,lineage4.1.2.1,Sensitive,0,H1,▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▪▫▫▫▫▫▫▪▫▫▫▫▪▪▪▪▪▪▪
ERR1465754,932,10528385,30-101,64,99.66000122525915,10467574,10346586,120988,10467574,33.0,98.84416389127031,1.155836108729683,paired_end,225.4499999999999,PRJEB11460,ERP012852,Bosnia and Herzegovina,Europe,Southeast Europe,lineage4,lineage4.1.2.1,Sensitive,0,,▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▫▫▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▪▪▪▪
ERR1465755,931,9733212,30-101,64,99.59968035217972,9667200,9514083,153117,9667200,31.4,98.41611842105264,1.583881578947368,paired_end,200.92,PRJEB11460,ERP012852,Serbia,Europe,Southeast Europe,lineage4,lineage4.1.2.1,Sensitive,0,H1,▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▫▫▪▫▫▫▫▪▪▪▫▫▪▪
ERR1465756,931,10380047,30-101,64,99.67227566503313,10322286,10125500,196786,10322286,30.9,98.09358120865862,1.906418791341376,paired_end,210.6400000000001,PRJEB11460,ERP012852,Switzerland,Europe,Western Europe,lineage4,lineage4.1.2.1,Sensitive,0,H1,▪▪▪▫▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▫▫▪▫▫▫▫▪▪▪▪▪▪▪
ERR1465757,960,10012234,30-101,64,99.65080460564545,9953024,9799474,153550,9953024,31.4,98.45725279070965,1.542747209290362,paired_end,207.35,PRJEB11460,ERP012852,Czech Republic,Europe,Central Europe,lineage4,lineage4.1.2.1,Sensitive,0,H1,▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▫▫▪▫▫▫▫▪▪▪▪▪▪▪
ERR1465758,950,8455651,30-101,64,99.56046956053413,8392578,8259833,132745,8392578,31.4,98.41830484030056,1.581695159699439,paired_end,177.2700000000002,PRJEB11460,ERP012852,Austria,Europe,Central Europe,lineage4,lineage4.1.2.1,Sensitive,0,T1,▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▪▪▪▪
ERR1465759,973,12576779,30-101,64,99.63100027439457,12498154,12322916,175238,12498154,31.5,98.59788893623808,1.402111063761896,paired_end,258.89,PRJEB11460,ERP012852,Switzerland,Europe,Western Europe,lineage4,lineage4.1.2.1,Sensitive,0,Unknown,▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫
ERR1465760,974,8823946,30-101,64,99.66355211149298,8773690,8643376,130314,8773690,31.6,98.51471843659851,1.485281563401488,paired_end,184.2900000000001,PRJEB11460,ERP012852,Somalia,Africa,Eastern Africa,lineage4,lineage4.1.2.1,Pre-MDR,1,Unknown,▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▪▪▪▪▪▪
ERR1465761,951,8282546,30-101,64,99.67097097921341,8236384,8114693,121691,8236384,31.7,98.52251910547152,1.477480894528473,paired_end,174.2700000000001,PRJEB11460,ERP012852,Switzerland,Europe,Western Europe,lineage4,lineage4.1.2.1,Pre-MDR,1,T1,▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▪▪▪▪
ERR1465762,976,8173430,30-101,64,99.40238920502165,8090342,7922971,167371,8090342,30.7,97.93122466269041,2.068775337309597,paired_end,166.6800000000003,PRJEB11460,ERP012852,Switzerland,Europe,Western Europe,lineage4,lineage4.1.2.1,Other,1,,▪▪▪▪▪▪▪▪▪▪▪▪▫▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▫▫▪▫▫▫▫▪▪▪▪▫▪▪
ERR1465763,988,9957704,30-101,64,99.68529271406342,9904712,9748184,156528,9904712,31.2,98.41966126829331,1.580338731706687,paired_end,202.37,PRJEB11460,ERP012852,Dominican Republic,Central America,Central America,lineage4,lineage4.1.2.1,Pre-MDR,1,T1,▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▪▪▪▪▫▫▫▫▪▪▪▪▪▪▪
ERR1465764,950,10198627,30-101,64,99.64210515788055,10136676,9992501,144175,10136676,31.6,98.57768957003262,1.422310429967378,paired_end,210.98,PRJEB11460,ERP012852,Switzerland,Europe,Western Europe,lineage4,lineage4.1.2.1,Sensitive,0,T1,▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▪▪▪▪
ERR1465765,1001,7267619,30-101,64,99.58818176902227,7216772,7115699,101073,7216772,31.5,98.59947078832475,1.400529211675248,paired_end,154.0300000000003,PRJEB11460,ERP012852,Anguilla,Americas,Caribbean,lineage4,lineage4.1.2.1,Pre-MDR,1,T1,▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▪▪▪▪▫▫▫▫▪▪▪▪▪▪▪
ERR1465766,949,7786998,30-101,64,99.54049866200045,7726326,7605690,120636,7726326,31.7,98.43863694076592,1.561363059234104,paired_end,161.7300000000003,PRJEB11460,ERP012852,Vietnam,Asia,Southeastern Asia,lineage4,lineage4.1.2.1,Pre-MDR,1,T1,▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▪▪▪▪
ERR1465767,945,13286720,30-101,64,99.64005382818331,13205614,12991350,214264,13205614,31.5,98.37747794233572,1.622522057664263,paired_end,271.2700000000001,PRJEB11460,ERP012852,Switzerland,Europe,Western Europe,lineage4,lineage4.1.2.1,Sensitive,0,T1,▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▪▪▪▪
ERR1465768,948,8176483,30-101,64,99.50929880243132,8108462,7982446,126016,8108462,31.8,98.44587049923894,1.554129500761057,paired_end,171.2800000000001,PRJEB11460,ERP012852,Cameroon,Africa,Central Africa,lineage4,lineage4.1.2.1,Sensitive,0,T1,▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▪▪▪▪
ERR1465769,944,8876875,30-101,64,99.63073108498205,8821384,8700245,121139,8821384,31.7,98.62675743398087,1.373242566019119,paired_end,183.14,PRJEB11460,ERP012852,Serbia,Europe,Southeast Europe,lineage4,lineage4.1.2.1,Sensitive,0,T1,▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▪▪▪▪
ERR1465770,924,12465345,30-101,64,99.6784352137867,12397518,12215895,181623,12397518,31.8,98.53500515183764,1.46499484816235,paired_end,251.0300000000001,PRJEB11460,ERP012852,Serbia,Europe,Southeast Europe,lineage4,lineage4.1.2.1,Sensitive,0,,▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▫▫▫▫▫▫▫▪▫▫▪▪▪▪▪▫▫▫▫▪▪▪▪▪▪▪
ERR1465771,947,10876242,30-101,64,99.59231322730774,10801194,10641241,159953,10801194,31.7,98.51911742349968,1.480882576500339,paired_end,223.14,PRJEB11460,ERP012852,Spain,Europe,Southern Europe,lineage4,lineage4.1.2.1,Sensitive,0,T1,▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▪▪▪▪
ERR1465772,932,9138213,30-101,64,99.53662340766186,9066480,8923134,143346,9066480,31.7,98.41894539005214,1.581054609947852,paired_end,190.51,PRJEB11460,ERP012852,Switzerland,Europe,Western Europe,lineage4,lineage4.1.2.1,Sensitive,0,T2,▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▪▪▫▫▪▪▪
ERR1465773,954,10178878,30-101,64,99.63052862997276,10115144,9948816,166328,10115144,31.5,98.35565366148023,1.644346338519748,paired_end,210.86,PRJEB11460,ERP012852,Bolivia,South America,South America,lineage4,lineage4.1.2.1,Sensitive,0,T1,▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▪▪▪▪
ERR1465774,949,6628231,30-101,64,99.66240223070078,6590354,6465580,124774,6590354,31.0,98.10671778784568,1.893282212154309,paired_end,138.84,PRJEB11460,ERP012852,Italy,Europe,Southern Europe,lineage4,lineage4.1.2.1,Sensitive,0,H1,▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▫▫▪▫▫▫▫▪▫▪▪▪▪▪
ERR1465775,955,10009699,30-101,64,99.63100648680843,9947110,9811953,135157,9947110,31.8,98.64124353706757,1.35875646293245,paired_end,207.7,PRJEB11460,ERP012852,,,,lineage4,lineage4.1.2.1,Sensitive,0,T1,▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▪▪▪▪
ERR1465776,934,9740290,30-101,64,99.62207408608984,9678000,9552769,125231,9678000,32.0,98.70602397189501,1.29397602810498,paired_end,201.53,PRJEB11460,ERP012852,Macedonia,Europe,Southeast Europe,lineage4,lineage4.1.2.1,Sensitive,0,H1,▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▫▫▪▫▫▫▫▪▪▪▪▪▪▪
ERR1465777,959,11635581,30-101,64,99.59992749824869,11556876,11408556,148320,11556876,32.0,98.71660819065636,1.283391809343633,paired_end,238.34,PRJEB11460,ERP012852,Switzerland,Europe,Western Europe,lineage4,lineage4.1.2.1,Sensitive,0,H1,▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▫▫▪▫▫▫▫▪▪▪▫▪▪▪
ERR1465778,947,9350386,30-101,64,99.30250622808514,9239184,9071504,167680,9239184,31.1,98.18512111026257,1.814878889737449,paired_end,189.65,PRJEB11460,ERP012852,Austria,Europe,Central Europe,lineage4,lineage4.1.2.1,Sensitive,0,T1,▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▫▫▫▫▫▫▫▫
ERR1465779,949,6489118,30-101,64,99.56895374687285,6441616,6341573,100043,6441616,31.5,98.4469269822976,1.55307301770239,paired_end,137.28,PRJEB11460,ERP012852,Switzerland,Europe,Western Europe,lineage4,lineage4.1.2.1,Sensitive,0,T1,▪▪▪▪▫▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▪▪▪▪
ERR1465780,926,8214683,30-101,64,99.64437118267377,8165170,8045921,119249,8165170,31.6,98.53954051171009,1.460459488289895,paired_end,173.1600000000001,PRJEB11460,ERP012852,Switzerland,Europe,Western Europe,lineage4,lineage4.1.2.1,Sensitive,0,T1,▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▪▪▪▪
ERR1465781,921,4352558,30-101,64,99.64530420961651,4326368,4265421,60947,4326368,31.8,98.5912663925029,1.408733607497097,paired_end,93.73,PRJEB11460,ERP012852,Czech Republic,Europe,Central Europe,lineage4,lineage4.1.2.1,Sensitive,0,H1,▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▫▫▪▫▫▫▫▪▪▪▪▪▪▪
ERR1465782,953,16073396,30-101,64,99.5653127690004,15954804,15733270,221534,15954804,31.6,98.6114903072454,1.388509692754609,paired_end,330.4100000000003,PRJEB11460,ERP012852,Germany,Europe,Western Europe,lineage4,lineage4.1.2.1,Sensitive,0,,▪▪▪▪▪▫▫▫▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▫▫▪▫▫▫▫▪▪▪▪▪▪▪
ERR1465783,944,8194672,30-101,64,99.54689095548912,8131772,7999862,131910,8131772,31.5,98.37784433700304,1.622155662996946,paired_end,168.9200000000001,PRJEB11460,ERP012852,Switzerland,Europe,Western Europe,lineage4,lineage4.1.2.1,Sensitive,0,T1,▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▫▫▫▫▫▫▫▫
ERR1465784,932,9449051,30-101,64,99.61336498236702,9387222,9230812,156410,9387222,31.3,98.33379885976916,1.666201140230837,paired_end,193.34,PRJEB11460,ERP012852,Sri Lanka,Asia,South Asia,lineage4,lineage4.1.2.1,Sensitive,0,T1,▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▪▪▪▪
ERR1465785,951,11660744,30-101,64,99.59838909078184,11581406,11425516,155890,11581406,31.8,98.65396308531108,1.346036914688942,paired_end,240.11,PRJEB11460,ERP012852,Serbia,Europe,Southeast Europe,lineage4,lineage4.1.2.1,Sensitive,0,H1,▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▫▫▪▫▫▫▫▪▪▪▪▪▪▪
ERR1465786,936,7929467,30-101,64,99.47604801180205,7858918,7737781,121137,7858918,31.6,98.45860460689372,1.541395393106277,paired_end,165.2800000000001,PRJEB11460,ERP012852,Sri Lanka,Asia,South Asia,lineage4,lineage4.1.2.1,Sensitive,0,H1,▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▫▫▪▫▫▫▫▪▪▪▫▪▪▪
ERR1465787,960,6039646,30-101,64,99.51774623876963,5990304,5882803,107501,5990304,31.1,98.20541661992445,1.794583380075536,paired_end,126.8599999999999,PRJEB11460,ERP012852,Serbia,Europe,Southeast Europe,lineage4,lineage4.1.2.1,Sensitive,0,H1,▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▫▫▪▫▫▫▫▪▪▪▪▪▪▪
ERR1465788,941,7149191,30-101,64,99.54330916603013,7093984,6972495,121489,7093984,31.2,98.28743622765431,1.712563772345695,paired_end,148.8700000000001,PRJEB11460,ERP012852,Switzerland,Europe,Western Europe,lineage4,lineage4.1.2.1,Sensitive,0,Unknown,▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▪▪▪▪
ERR1465789,946,6718785,30-101,64,99.4697002508638,6658426,6531077,127349,6658426,30.8,98.08740083617359,1.912599163826405,paired_end,140.44,PRJEB11460,ERP012852,Serbia,Europe,Southeast Europe,lineage4,lineage4.1.2.1,Pre-MDR,1,T1,▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▪▪▪▪
ERR1465790,953,10950204,30-101,64,99.55511513758101,10867802,10719451,148351,10867802,31.6,98.6349493669465,1.365050633053491,paired_end,225.64,PRJEB11460,ERP012852,Switzerland,Europe,Western Europe,lineage4,lineage4.1.2.1,Sensitive,0,T1,▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▪▪▪▪
ERR1465791,940,10349473,30-101,64,99.58140747842909,10275850,10110383,165467,10275850,31.9,98.38974877990627,1.610251220093715,paired_end,216.78,PRJEB11460,ERP012852,Switzerland,Europe,Western Europe,lineage4,lineage4.1.2.1,Pre-MDR,2,T1,▪▪▪▪▪▫▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▪▪▪▪
ERR1465792,963,12124939,30-101,64,99.63195179786058,12049358,11886142,163216,12049358,32.2,98.64543820508943,1.354561794910567,paired_end,245.72,PRJEB11460,ERP012852,Albania,Europe,Southeast Europe,lineage4,lineage4.1.2.1,MDR,4,H1,▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▫▫▪▫▫▫▫▪▪▪▪▪▪▪
ERR1465793,954,11265588,30-101,64,99.61056271541264,11191374,11030723,160651,11191374,32.2,98.56451048816704,1.435489511832953,paired_end,228.99,PRJEB11460,ERP012852,Serbia,Europe,Southeast Europe,lineage4,lineage4.1.2.1,Pre-MDR,3,T1,▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▫▪▪▪▪▪▪▪
ERR1465794,936,8787298,30-101,64,99.44608115031492,8704460,8559415,145045,8704460,31.7,98.33367032532749,1.666329674672524,paired_end,183.17,PRJEB11460,ERP012852,Italy,Europe,Southern Europe,lineage4,lineage4.1.2.1,Sensitive,0,,▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▪▪▫▫▪▪▪▪▪▪▪▫▫▫▫▫▫▫▫▫▫▫▫▫▫▪
ERR1465795,927,9020297,30-101,64,99.56030361306286,8952850,8845072,107778,8952850,32.5,98.79615988204873,1.203840117951267,paired_end,190.4999999999999,PRJEB11460,ERP012852,Sri Lanka,Asia,South Asia,lineage4,lineage4.1.2.1,Sensitive,0,T1,▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▫▪▪▪▪▪▪▪
ERR1465796,925,12291108,30-101,64,99.55493385950231,12198168,12063492,134676,12198168,32.7,98.8959325695465,1.104067430453491,paired_end,257.1300000000001,PRJEB11460,ERP012852,Switzerland,Europe,Western Europe,lineage4,lineage4.1.2.1,Sensitive,0,T1,▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▪▪▪▪
ERR1465797,956,6805033,30-101,64,99.29543883181756,6723406,6635033,88373,6723406,32.1,98.6855917967768,1.314408203223188,paired_end,144.3200000000001,PRJEB11460,ERP012852,Bosnia and Herzegovina,Europe,Southeast Europe,lineage4,lineage4.1.2.1,Sensitive,0,H1,▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▫▫▪▫▫▫▫▪▪▪▪▪▪▪
ERR1465798,940,10471864,30-101,65,99.1721611357825,10324162,10213696,110466,10324162,32.5,98.93002453855335,1.069975461446653,paired_end,212.7400000000003,PRJEB11460,ERP012852,Serbia,Europe,Southeast Europe,lineage4,lineage4.1.2.1,Sensitive,0,H1,▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▫▫▪▫▫▫▫▪▪▪▪▪▪▪
ERR1465799,937,9863271,30-101,64,99.45820428131806,9772398,9649558,122840,9772398,32.5,98.7429902056793,1.257009794320698,paired_end,209.38,PRJEB11460,ERP012852,Switzerland,Europe,Western Europe,lineage4,lineage4.1.2.1,Sensitive,0,H1,▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▫▫▪▫▫▫▫▪▫▪▪▪▪▪
ERR1465800,955,10589540,30-101,64,99.5037527597988,10500100,10378636,121464,10500100,32.8,98.84321101703793,1.156788982962067,paired_end,222.45,PRJEB11460,ERP012852,Cameroon,Africa,Central Africa,lineage4,lineage4.1.2.1,Sensitive,0,T1,▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▪▪▪▪
ERR1465801,945,9231971,30-101,64,99.45176907509784,9145942,9026144,119798,9145942,32.5,98.69015132612913,1.309848673870882,paired_end,191.2399999999997,PRJEB11460,ERP012852,Cameroon,Africa,Central Africa,lineage4,lineage4.1.2.1,Sensitive,0,T1,▪▪▫▫▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▪▪▪▪
ERR1465802,940,8626046,30-101,64,99.43168515447286,8542616,8440868,101748,8542616,32.4,98.808936279004,1.191063720996004,paired_end,181.7800000000001,PRJEB11460,ERP012852,Switzerland,Europe,Western Europe,lineage4,lineage4.1.2.1,Sensitive,0,T1,▫▫▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▪▪▪▪
ERR1465803,947,12992594,30-101,64,99.47765165293396,12876938,12732178,144760,12876938,32.6,98.8758197018577,1.124180298142307,paired_end,271.1300000000001,PRJEB11460,ERP012852,Switzerland,Europe,Western Europe,lineage4,lineage4.1.2.1,Sensitive,0,H1,▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▫▫▪▫▫▫▫▪▪▪▪▪▪▪
ERR1465804,946,12256201,30-101,64,99.45051651812824,12141912,12013112,128800,12141912,32.6,98.93921155086613,1.060788449133876,paired_end,251.33,PRJEB11460,ERP012852,Switzerland,Europe,Western Europe,lineage4,lineage4.1.2.1,Sensitive,0,,▪▪▪▪▪▫▫▫▫▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫
ERR1465805,960,11294372,30-101,64,99.56727704736484,11211282,11091270,120012,11211282,32.7,98.92954258041142,1.070457419588589,paired_end,236.1099999999999,PRJEB11460,ERP012852,Switzerland,Europe,Western Europe,lineage4,lineage4.1.2.1,Sensitive,0,Unknown,▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▪▫▫▫▫▫▫▪▫▫▫▫▪▪▪▪▪▪▪
ERR1465806,937,12461301,30-101,64,99.52025009266687,12359596,12179660,179936,12359596,32.2,98.54415953401713,1.455840465982869,paired_end,257.76,PRJEB11460,ERP012852,Sri Lanka,Asia,South Asia,lineage4,lineage4.1.2.1,Sensitive,0,T1,▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▫▪▪▪▪▪▪▪
